Subject,Fp1_delta,Fp1_theta,Fp1_alpha,Fp1_beta,Fp1_gamma,Fp2_delta,Fp2_theta,Fp2_alpha,Fp2_beta,Fp2_gamma,F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma,C3_delta,C3_theta,C3_alpha,C3_beta,C3_gamma,C4_delta,C4_theta,C4_alpha,C4_beta,C4_gamma,P3_delta,P3_theta,P3_alpha,P3_beta,P3_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,T3_delta,T3_theta,T3_alpha,T3_beta,T3_gamma,T4_delta,T4_theta,T4_alpha,T4_beta,T4_gamma,T5_delta,T5_theta,T5_alpha,T5_beta,T5_gamma,T6_delta,T6_theta,T6_alpha,T6_beta,T6_gamma,Fz_delta,Fz_theta,Fz_alpha,Fz_beta,Fz_gamma,Cz_delta,Cz_theta,Cz_alpha,Cz_beta,Cz_gamma,Pz_delta,Pz_theta,Pz_alpha,Pz_beta,Pz_gamma
sub-035,1.1855085132706925e-11,1.7312791744597107e-12,6.549992860971629e-13,2.7479830584175495e-13,2.4453933874406455e-13,1.6653171484455173e-11,2.596973426694484e-12,1.0322696096219139e-12,2.856048316616375e-13,2.0194237420303642e-13,8.565608813988606e-12,1.4976150545904796e-12,6.517086228360756e-13,2.1529254946610542e-13,1.3827650309323503e-13,9.40053212893601e-12,1.5444193656390252e-12,7.728328028293861e-13,2.0220119462008053e-13,1.1417922788934416e-13,5.809563219046852e-12,1.0729568753315327e-12,3.7075890106304194e-13,1.4014292493519814e-13,9.197581844767964e-14,3.681408554870551e-12,9.253824911852274e-13,3.1416386611799415e-13,1.0504236307787564e-13,6.407287994052736e-14,4.2603319901739395e-12,9.944905804712018e-13,3.638224257209856e-13,1.1714174966811576e-13,9.766795279725678e-14,5.277983423885505e-12,9.358042361452433e-13,3.704094246788763e-13,8.2498033527641e-14,4.429136009125591e-14,9.31035975042869e-12,1.2766006529126007e-12,5.216352870379574e-13,2.032443819504838e-13,1.9915365885010756e-13,9.159718185954015e-12,1.3208384924823419e-12,5.014481822803023e-13,1.2511203975362223e-13,1.0044841374359613e-13,2.0179757626106884e-11,4.246662711314428e-12,1.4062157419776949e-12,3.0319590842772474e-13,1.5920930176064417e-13,1.940068144083313e-11,4.106439095428868e-12,1.2549945321517043e-12,3.0990893822154513e-13,1.462913668413787e-13,1.1255086236759295e-11,2.8383800806237985e-12,8.981359608878578e-13,5.036948586609263e-13,5.100728218428055e-13,7.090011456199022e-12,2.7569359200079055e-12,1.040293489364929e-12,5.291729776830967e-13,4.4935461940371117e-13,9.406709814591242e-12,1.4342242283106593e-12,5.719445076379868e-13,2.868186292720471e-13,2.625591101186372e-13,9.864102741230479e-12,1.4743606601161272e-12,6.043010681817513e-13,2.1005837698654635e-13,1.4852860285616976e-13,7.761306690351911e-12,1.4554178488458272e-12,8.968132219603906e-13,1.2269625919999699e-13,5.5345861597795524e-14,3.377080102436965e-12,9.11751218587145e-13,4.974316390845969e-13,7.349883177809263e-14,1.8702522622410004e-14,4.514635784323391e-12,9.8120248560075e-13,3.775460461687398e-13,5.954686780540813e-14,3.116191233806037e-14
sub-036,2.2644088771022676e-12,1.0711641908015366e-12,2.2910303195663693e-12,5.08233694408246e-13,7.735137385646561e-14,2.89870782317332e-12,1.5379511921984192e-12,2.9092396758343963e-12,6.254362342131041e-13,1.0301101976851125e-13,2.494761721639702e-12,1.8074281121878383e-12,3.3380125742680693e-12,1.0734582454017405e-12,1.9905404597056268e-13,2.5874858879393698e-12,2.0319087422845573e-12,4.312545880908899e-12,1.1357334855225773e-12,2.0615820375151808e-13,2.5102723329692576e-12,2.17346647150451e-12,5.6695039971266414e-12,1.3816866340259814e-12,7.380307544975866e-14,2.3556733862581734e-12,2.308718853674973e-12,7.454526810782298e-12,1.4578609299150227e-12,6.962463030274411e-14,3.0753746273003044e-12,2.4231431785334005e-12,7.398876229057539e-12,1.8875276408015282e-12,7.970168225177597e-14,3.614814261759356e-12,2.6319408281993422e-12,7.282397659868329e-12,1.2438214994113844e-12,1.3233735519349566e-13,3.537327761902664e-12,2.2195010721264107e-12,5.974305721513726e-12,1.3346228408432932e-12,1.145374739183064e-13,4.668754278439064e-12,2.4580765311285533e-12,5.134081619537812e-12,8.666414912973306e-13,1.2797858649508612e-13,4.859787795350329e-12,2.069160388516765e-12,4.0869937355860235e-12,6.959852396580905e-13,1.20323513352415e-13,5.712751532454433e-12,2.697021345396391e-12,4.872772598528396e-12,8.280805963588021e-13,1.3234387799476516e-13,6.6214865418532346e-12,3.834505394288186e-12,7.733253355309775e-12,1.151068025967148e-12,2.305562181575683e-13,5.549221223294322e-12,3.4470750893991355e-12,6.929661631271733e-12,9.989811620540662e-13,1.3726294947742317e-13,2.661949500110171e-12,2.4832341865362204e-12,5.400638988787867e-12,1.0455428231197613e-12,1.1658234857897092e-13,3.852390946461328e-12,3.3138975201880315e-12,7.870730187552768e-12,1.2298076544664068e-12,4.596696478772888e-13,2.8752229800542557e-12,2.5922837289304437e-12,3.948384405655848e-12,1.0743211942677879e-12,1.510567455900724e-13,5.003979329365827e-12,2.360240285517819e-12,4.3458717009784316e-12,1.1939447907804996e-12,1.7137942939908947e-13,3.955002744661401e-12,1.7445589012692737e-12,4.1870588514501105e-12,9.139308924075948e-13,6.269061950581743e-14
sub-037,1.873300219982036e-11,5.150725946308863e-12,6.999320658012669e-12,3.058817063841715e-13,1.1452503454252538e-13,2.1236653627421512e-11,4.4282475546480386e-12,6.217509290529844e-12,2.3717962335297353e-13,8.982319823927384e-14,4.1430140568654275e-12,2.992294179506379e-12,4.449623971539239e-12,2.9532997047197117e-13,7.493534252727599e-14,1.495880201889335e-12,2.7127013231540426e-12,4.280438693785435e-12,1.2605242419366025e-13,4.37046502827319e-14,5.566586241593024e-12,1.6859983875904123e-12,2.7007867462221732e-12,3.0329038657729617e-13,5.6748517719407654e-14,1.7872829301450423e-12,1.045050925673598e-12,1.7855904460012354e-12,2.3368078709699287e-13,2.4253452380009912e-14,2.112833475322979e-12,6.500137576203834e-12,1.1082986953156459e-11,2.980491189749471e-13,3.2594218681954684e-14,2.3717425991739677e-12,3.2196407094477563e-12,4.8813368120027094e-12,3.0601402801509103e-13,2.7797277646265297e-14,7.768729319653874e-12,1.1009840703001006e-11,1.8840056967153573e-11,3.352735623637938e-13,1.187316469424114e-13,6.3441683714278535e-12,7.964978403661459e-12,1.4709331936370252e-11,3.0507864011949846e-13,6.065643266193689e-14,3.597276818803214e-12,3.4691107449267405e-12,5.047555925471433e-12,3.2031207372789897e-13,2.1200618157574123e-13,6.921315287712478e-12,3.696163719690393e-12,5.383701083772226e-12,2.2071640008496197e-13,7.171036713518744e-14,6.016060383497213e-12,2.3179717073621266e-12,2.630877102160778e-12,3.223315381382057e-13,1.9481199465596618e-13,7.50692580652457e-12,2.0401196171493695e-12,2.6332293704066557e-12,2.8416261680808524e-13,1.169331074110792e-13,5.435735336865469e-12,7.683568647447931e-12,1.1096477175069637e-11,3.331045667318501e-13,1.0383438855189646e-13,4.5604416863391975e-12,4.342910928045211e-12,6.451911890295046e-12,3.2402177669998185e-13,5.213755723497066e-14,2.74731832269355e-12,3.620775519192241e-12,5.240309959994922e-12,2.2642056683003495e-13,3.0158124125610793e-14,7.130856175228609e-12,2.265712893067194e-12,2.7158073323992744e-12,2.57897908763656e-13,3.74247291315901e-14,7.415243760646468e-12,6.591350479602906e-12,1.068599412632942e-11,2.255251045801328e-13,2.4491682332612142e-14
sub-038,1.3705777498926328e-12,1.5631973652829788e-13,5.158172882868306e-13,7.960974693759242e-14,2.151358890395576e-14,1.542354385936696e-12,1.993139297815101e-13,6.265662601817179e-13,1.1716560018835242e-13,2.4707829352195268e-14,3.8906890452090015e-12,6.032315008163957e-13,9.94421577308506e-13,3.5245023080262354e-13,5.704356745457009e-14,6.804539659223527e-12,6.141529741993426e-13,9.432067266121299e-13,4.3475698068271524e-13,1.605253982484442e-13,3.0121520233403172e-12,3.89331109579571e-13,9.545468896904949e-13,5.259848131080847e-13,6.005312726943787e-14,3.3780505567501747e-12,4.3887793395702036e-13,9.80833149531599e-13,4.268125854209097e-13,7.488594000261519e-14,2.4877039824084562e-11,1.32455190067162e-12,1.2457986133560491e-12,4.044535298690823e-13,4.850623622054435e-14,4.103391104948001e-12,4.193961933948813e-13,1.5130519931780937e-12,3.048449967053751e-13,3.8247347946456475e-14,5.532906722794639e-12,7.589286326893268e-13,2.898925726202937e-12,2.6350006114980024e-13,4.201265641210318e-14,8.524075755100467e-12,1.353801628712273e-12,5.061601489204897e-12,3.1286994312922476e-13,4.8602801338111164e-14,4.491677331876032e-12,4.3364593132665875e-13,9.702330884219834e-13,2.325265363216931e-13,1.3864208124714457e-13,6.864452412766872e-12,6.155101550911734e-13,1.1037717425103697e-12,3.155168566927674e-13,1.613631710165601e-13,2.5143739877131345e-12,3.559395780627512e-13,6.10736257222711e-13,2.408030651119688e-13,7.927383420672749e-14,5.411578305070157e-12,5.344945976816147e-13,6.479229583116544e-13,3.1064914696406783e-13,1.447630231059234e-13,3.4172693021888613e-12,6.328658154385961e-13,2.2834116180349433e-12,3.7259642701911895e-13,7.378810187878724e-14,1.3450967140035981e-11,8.250733229791466e-13,2.440808119040906e-12,3.1577621459139853e-13,6.916205375667762e-14,2.9263885236662876e-12,7.826811600073364e-13,1.1226551674714803e-12,3.5971420553514323e-13,4.1384500287856645e-14,4.586568301660088e-12,6.968224211716202e-13,1.0650465847710335e-12,3.045004934624501e-13,5.487306040125593e-14,3.4066860979761565e-12,3.7918464658332565e-13,9.686417961443852e-13,2.0055327891738615e-13,2.6761237524148483e-14
sub-039,1.973206520969843e-12,1.4797259835764662e-12,6.3385084528440595e-12,2.4253312736087304e-13,8.076048064604487e-14,2.111949610163866e-12,2.19699126805789e-12,8.073941894420035e-12,2.8739648041557303e-13,8.215707100257586e-14,9.306361774091231e-12,2.899353170748998e-12,7.156275497278668e-12,6.656625179320912e-13,3.2827967338985876e-13,5.5846281085758704e-12,3.7108567019922955e-12,1.034426900486291e-11,7.728334760328493e-13,4.112309894958832e-13,1.82452363990301e-12,2.6076916567788807e-12,1.1289696557590616e-11,6.719716691127991e-13,8.348675116495861e-14,7.855375272357316e-12,3.1539387334306348e-12,1.1281990923347183e-11,6.792115324943027e-13,1.2501685501738566e-13,2.1076284092807555e-12,4.108807744701302e-12,1.9241659355838405e-11,7.047940875562963e-13,9.070086347001201e-14,4.028621696784946e-12,2.341588726200997e-12,1.0796492213442268e-11,4.680926900939254e-13,7.924403073951081e-14,2.9425527719194625e-12,6.4843492300428394e-12,2.223371407133029e-11,5.520877289940734e-13,1.6376207816600907e-13,4.4267603681468945e-12,3.979794049522905e-12,1.5324607096750316e-11,5.057759794594647e-13,2.1944388898161202e-13,5.493700350525048e-12,1.628582736236574e-12,5.580997730029093e-12,5.124330451017017e-13,3.0060111106744075e-13,8.76129262791377e-12,2.301586428730271e-12,7.031138172139401e-12,5.24795977689016e-13,2.2922567109624035e-13,2.323473555479704e-12,1.5592806054868244e-12,4.728530130334907e-12,3.391070480022916e-13,1.2576998231759315e-13,4.541599567074645e-12,1.5729010215173995e-12,4.463877144066549e-12,4.190696898905587e-13,2.1743366201624382e-13,2.407138006345495e-12,5.857165869532785e-12,1.7441649395637616e-11,5.405432458952124e-13,1.4127930562829906e-13,3.7446402589726105e-12,3.83160394928038e-12,1.2809300769589347e-11,4.776890089900966e-13,2.0228416818856369e-13,9.32187481670691e-12,4.285786595772105e-12,1.0966293477533336e-11,5.638532093726698e-13,2.9325919403647434e-13,3.0246811869496206e-12,2.060242441884882e-12,7.48475886525316e-12,5.046625432723545e-13,9.006324617877874e-14,2.1199812633227615e-12,3.300619116771506e-12,1.6908396492414377e-11,4.3275898283658127e-13,7.557510330205303e-14
sub-040,1.387967749644657e-11,8.025451453427523e-13,2.6073766141272406e-12,1.8566519537314198e-13,1.0362274263331988e-13,2.4814349041866625e-11,1.1231410863139444e-12,2.582790267383046e-12,3.509394884707724e-13,2.463922899444365e-13,1.8641882001890257e-11,1.1944001213886634e-12,3.1594884713013865e-12,3.1223497988893193e-13,1.1802057936023056e-13,2.2515975070305163e-11,1.1826055232702726e-12,3.0503970982642733e-12,2.978901631496392e-13,1.250278918784668e-13,1.755211590023633e-11,8.080629695557907e-13,2.1736481052075255e-12,3.9256613907990013e-13,1.4866486425975791e-13,1.5461214095716103e-11,7.561471441761106e-13,2.3117058601209862e-12,4.696094999355991e-13,3.4856890748957006e-13,1.9664307147619578e-11,1.2280592515660503e-12,4.204192040911324e-12,2.92033169409757e-13,4.5005083312718477e-14,2.1689479040548427e-11,1.1451470948638819e-12,4.7650708336994945e-12,3.4779375702561645e-13,5.437135744681276e-14,3.693562983489813e-11,3.449855710806314e-12,1.047679055268393e-11,4.556532385322704e-13,8.086317027998068e-14,2.025480623833487e-11,2.8761207602802892e-12,1.1428163505909403e-11,5.149657837329767e-13,1.07646654122098e-13,3.2615705538709964e-11,1.248210487250963e-12,2.680738304036358e-12,3.080441239811145e-13,1.9345466594293613e-13,7.784008157599396e-11,1.5772427462970287e-12,2.5485186984076674e-12,3.2661382820134447e-13,2.064698550072818e-13,1.0439383839140264e-11,2.24325775612268e-12,4.083820975254462e-12,7.15496653252201e-13,5.004495194322483e-13,1.3752022852331094e-11,1.1363345804611935e-12,1.9126260713997104e-12,4.725164100881689e-13,3.8393439545516505e-13,1.0403539964203008e-11,2.051833649638771e-12,6.337344903392881e-12,3.890163498553335e-13,1.0391676731913288e-13,3.49285600822184e-11,2.315181039318759e-12,5.812827981959738e-12,3.7952961346823336e-13,9.370026603740078e-14,1.8513896822188015e-11,1.229240411564796e-12,3.129157832163585e-12,1.8069121615325482e-13,3.7181498113599335e-14,1.8640088286043174e-11,1.050860102258444e-12,2.503002228737413e-12,2.486877688544124e-13,5.405866407368171e-14,1.948890047242472e-11,1.1407273184014183e-12,4.595773448960877e-12,2.28762152165502e-13,3.619070169378941e-14
sub-041,6.078603491117124e-12,3.417580941088043e-13,1.4768519931107302e-12,3.9272696200872575e-13,2.5292963570475105e-13,2.559080932785374e-12,2.0523116451288416e-13,1.3335273045026344e-12,3.109140684132212e-13,1.7647611006302113e-13,1.9064758296629837e-12,2.3767956843487726e-13,1.4215450060644917e-12,3.6019325252694666e-13,1.861433482601083e-13,3.2002952710189414e-12,3.3789183306248453e-13,1.3590340110156268e-12,4.59464802780576e-13,2.981714061389714e-13,1.7602040270198886e-12,1.2043711551511682e-13,5.977637375385718e-13,2.815651185752169e-13,1.7057802460977804e-13,1.0122535065615226e-12,1.3527273245641468e-13,4.859722584378034e-13,2.445120581499205e-13,1.3133596374067632e-13,1.281079547611645e-12,2.3639669781077926e-13,1.6499231365462606e-12,4.719145020626697e-13,9.067960630981091e-14,9.984158056281643e-13,1.8678329807804148e-13,1.735458195740555e-12,4.5060711618443035e-13,8.833206757757933e-14,2.3366974966513884e-12,3.8757373095105455e-13,4.052805569672615e-12,8.304889607022837e-13,7.938087354849423e-13,2.2083875778725744e-12,4.378918329440455e-13,6.430463060437586e-12,1.6222073598906092e-12,1.642385940420491e-12,3.252693534695704e-12,2.8673673516400407e-13,1.1422236105793632e-12,3.5241533962954646e-13,2.3851966244607426e-13,1.4432745332679454e-12,1.437754926040083e-13,9.656893602307303e-13,2.476367064522122e-13,1.6893275102818345e-13,1.2089866041157405e-12,2.0667897660033157e-13,9.919204393278865e-13,4.3220048505402627e-13,3.212690474391657e-13,2.0740911722533924e-12,2.492549237414269e-13,9.93959456696019e-13,5.993021564798736e-13,5.454884216450811e-13,1.5943279457937643e-12,3.662073653677971e-13,4.239440479141093e-12,7.033710892244228e-13,2.2487457098976798e-13,1.3326989663518348e-12,3.0830528502643556e-13,4.3620959416742606e-12,6.405965880409797e-13,2.121704272100766e-13,2.9321259466261343e-12,4.2814681603219907e-13,1.666514343094555e-12,4.27351393058449e-13,1.3105599112392512e-13,3.3697739695302157e-12,3.661504756473282e-13,9.93323932163092e-13,2.9596363472908425e-13,1.1129558145740267e-13,4.4199719162461205e-12,3.3497257104947163e-13,2.0368295129847925e-12,3.366054195993395e-13,6.67560882879909e-14
sub-042,9.644903232483397e-12,3.933722693690732e-13,1.6619780409643572e-12,1.8215154871643876e-13,9.015483179888178e-14,1.3263473383773707e-11,4.679790169692169e-13,2.4982041816595406e-12,1.793248754954989e-13,4.7235268801843103e-14,2.3656842236401755e-11,1.0511735769080869e-12,2.1978882003695516e-12,4.286393461235705e-13,1.7076781617423714e-13,2.7698279058768837e-11,9.434297061022313e-13,2.950854079828741e-12,3.287664368452442e-13,1.4157396706560523e-13,1.0452477099021525e-11,8.3351808780081e-13,1.7623591455835111e-12,3.619910863397765e-13,1.084564380569705e-13,4.7326156538028405e-12,6.205980758135355e-13,1.7299037695452547e-12,3.1375299251864554e-13,1.1477874431306584e-13,1.9040017986892677e-11,8.012621772475432e-13,3.814207057734669e-12,4.673153093153166e-13,5.1222655850138955e-14,1.2103416387231196e-11,7.485486885513061e-13,2.6002164921171832e-12,4.5281868755986344e-13,5.605391423330632e-14,1.9132085493473e-11,1.7069229475766581e-12,6.083081017886885e-12,6.379926642839981e-13,1.0531139999974115e-13,1.4931292012536255e-11,1.9626798567434617e-12,9.689131560334737e-12,7.276951977214271e-13,7.591741261625542e-14,1.292665762020555e-11,6.517494541733774e-13,1.687106027953593e-12,2.806553734630882e-13,8.37756090765304e-14,2.6419713599695188e-11,9.087057696834257e-13,2.4400528767469492e-12,3.065928335688229e-13,1.4810471610556885e-13,1.4392258695073589e-11,1.0256344663593597e-12,3.212054886754326e-12,5.949495651401489e-13,1.5435859715244103e-13,3.649675848723555e-11,1.3395260376190064e-12,2.1879708049289848e-12,5.250997288141693e-13,2.572545981822491e-13,8.907189559320895e-12,1.702671973493411e-12,1.2360242547706709e-11,9.738789967892095e-13,1.2006571665735593e-13,7.312547888755287e-12,1.0864977064392403e-12,5.265640810311592e-12,5.741978897570948e-13,1.0239982485528536e-13,8.665775952858798e-12,1.1424767833011865e-12,3.802691655695431e-12,2.998584225003436e-13,5.2487465399190024e-14,1.168808153999379e-11,8.66088059101373e-13,2.372648964699945e-12,2.299600194552748e-13,4.3124139524647226e-14,1.8990481295970813e-11,7.128976740479363e-13,1.2157739847072069e-12,2.648196801621e-13,3.6650908837280034e-14
sub-043,9.192034143029901e-13,1.391250039241539e-13,3.519744653202019e-13,6.118637516195615e-14,2.6668494202843668e-14,5.196924558363595e-12,4.319013094323693e-13,4.654118517499758e-13,1.3136566253938576e-13,5.787913858466254e-14,2.123920735590258e-12,3.0119772135475617e-13,4.641248705887684e-13,1.4617483611908817e-13,5.723196450415487e-14,2.1161080223941388e-12,3.3264739693723147e-13,4.2742377132620986e-13,1.2934529660796719e-13,3.67125610916539e-14,2.429893086852215e-12,2.80364328198316e-13,3.0757324248876517e-13,1.4267154003410614e-13,5.0962969484623583e-14,4.4070070056817664e-12,4.1127766400087197e-13,3.003131788524083e-13,1.3429687411632706e-13,3.23085187560772e-14,9.625043198118185e-12,7.057257146772586e-13,5.410472074333083e-13,1.5368061057821158e-13,3.6176151217221416e-14,2.053150799925567e-12,2.8169684905600305e-13,5.225084363105088e-13,1.1884665966916473e-13,2.783923551986671e-14,3.6198989873355237e-12,4.860214753040787e-13,1.0472933219071527e-12,1.4175164798672806e-13,3.849258941000782e-14,1.4709423039291706e-11,7.521676918151879e-13,1.3028641561594356e-12,1.5966586819056608e-13,4.5929296691314903e-14,3.5526911069571957e-12,4.147757293514539e-13,6.539053548297492e-13,3.014612975863262e-13,2.8356469214006266e-13,1.090376206053907e-11,7.83010857285542e-13,6.422671082772016e-13,1.8307200916114455e-13,6.50369279889061e-14,2.387560381508621e-12,3.7962842777970836e-13,7.178665410609079e-13,9.824184240980178e-13,9.46731930608186e-13,2.5259214014674336e-12,3.1560229754191336e-13,4.706942857471934e-13,2.589940762648127e-13,2.3071355294016867e-13,2.9519718101033357e-12,5.131024462961296e-13,1.1813244462830403e-12,1.5327422679951893e-13,4.0063086606104674e-14,1.9825087127475643e-11,5.678074771911596e-13,1.22769324578117e-12,1.34897718415693e-13,4.1742401747038634e-14,4.5594221519918235e-12,5.7242169667611e-13,5.802404339234056e-13,1.4029629837439065e-13,3.136985490507229e-14,4.01439920527441e-12,3.8615210762980777e-13,3.581388011803246e-13,1.2255494388723117e-13,2.6415414612662396e-14,3.7901365477293814e-12,3.4259095647237487e-13,2.804241553256063e-13,9.423939303716555e-14,2.45875544936983e-14
sub-044,4.279966994371844e-12,8.161114521951185e-13,4.541706277154475e-12,2.7317846912032163e-13,4.762589362211876e-14,6.296093955343079e-12,1.1873986003630909e-12,6.583522563345787e-12,3.811048321019545e-13,1.2542030334368904e-13,2.7847009691727442e-12,8.820621227011265e-13,4.237944482102525e-12,2.850377862727332e-13,4.257882717867242e-14,4.9755252190925996e-12,1.4867137475267887e-12,8.356217798993557e-12,4.226262699976679e-13,9.250366867959176e-14,2.2544701177953036e-12,5.130643102862571e-13,1.4438381955662356e-12,2.3638326013414704e-13,4.0971898810912736e-14,3.739128152419584e-12,4.5024587121435115e-13,2.4825185407937247e-12,2.7441721826872373e-13,4.26470088381258e-14,2.8973031199897145e-12,7.222348910928159e-13,4.899301665741874e-12,4.4678937034883884e-13,3.428047694253004e-14,2.7178700148574793e-12,6.605942378169989e-13,3.562851752611843e-12,3.921318990329149e-13,3.689086906569056e-14,6.704764767144915e-12,1.0845773923758263e-12,1.842885632925606e-11,5.954134330054932e-13,7.19858402341598e-14,7.248082959123213e-12,1.0789621384467818e-12,1.5838902635283948e-11,5.477424789144419e-13,5.6527774527384113e-14,4.242498471045536e-12,7.924786813167492e-13,3.2624676079364124e-12,2.478769511269812e-13,5.242672408506485e-14,5.36424663413362e-12,1.0056077611691392e-12,5.3353891032338685e-12,3.0843009419064986e-13,6.890765425555027e-14,5.007128983628552e-12,8.197551131267412e-13,2.8181323207316236e-12,3.9087983332932244e-13,1.143413767714617e-13,2.6971125489214315e-12,7.705658678889039e-13,3.1659133013127955e-12,2.804574784101892e-13,6.554814720363946e-14,3.1001956018492583e-12,9.399654285324512e-13,1.1893630980054184e-11,5.714172204298415e-13,9.246241833878925e-14,3.137625733384768e-12,8.352935550747638e-13,6.1541334155451965e-12,4.1907130633701254e-13,5.561854900190041e-14,3.33401410535591e-12,1.1993529694058571e-12,6.259860481420809e-12,3.7481732422797334e-13,3.900824484074265e-14,4.00666880392981e-12,9.4780359720959e-13,3.3512330406338115e-12,2.6532988468495436e-13,3.271110194818234e-14,4.121590602163483e-12,8.248524699390769e-13,5.301003415539563e-12,4.4225619930172567e-13,2.883794370088314e-14
